4,Modal verbs are followed by,V2,V-ing,base verb (V1),to + verb,C
5,Which modal shows ability?,must,can,should,might,B
6,Choose the correct sentence,He can swims,He can swim,He can swimming,He can swam,B
7,Which modal verb shows permission?,must,may,should,would,B
8,Identify the modal verb: You may go now.,you,may,go,now,B
9,Which modal shows obligation?,can,may,must,might,C
10,Choose the correct sentence,You must to study,You must study,You must studying,You must studied,B
11,Which modal verb shows advice?,can,should,may,will,B
12,Identify the modal verb: You should rest.,you,should,rest,none,B
13,Which modal verb shows possibility?,must,might,will,can,B
14,Choose the correct sentence,It might rains,It might rain,It might raining,It might rained,B
15,Which modal verb shows certainty?,might,could,must,may,C
16,Identify the modal verb: She must be tired.,she,must,be,tired,B
17,Which modal verb is used for polite request?,must,can,could,may,C
18,Choose the correct sentence,Could you help me?,Could you helped me?,Could you helping me?,Could you helps me?,A
19,Which modal verb shows future intention?,could,would,will,might,C
20,Identify the modal verb: I will call you.,I,will,call,you,B
21,Modal verbs do NOT change for,person,number,tense,all of the above,D
22,Which modal verb shows past ability?,can,could,may,should,B
23,Choose the correct sentence,She could sings,She could sing,She could singing,She could sang,B
24,Which modal verb shows request?,should,must,could,might,C
25,Identify the modal verb: We ought to obey rules.,we,ought to,obey,rules,B
26,“Ought to” expresses,advice,obligation,possibility,both A & B,D
27,Which modal verb shows prohibition?,must,must not,may,could,B
28,Choose the correct sentence,You must not smoke,You must not smoking,You must not smoked,You must not smokes,A
29,Which modal verb shows suggestion?,should,can,must,will,A
30,Identify the modal verb: He would help you.,he,would,help,you,B
31,Which modal verb is used in offers?,shall,must,might,can,A
32,Choose the correct sentence,Shall I help you?,Shall I helped you?,Shall I helping you?,Shall I helps you?,A
33,Which modal verb shows probability?,might,can,must,shall,A
34,Identify the modal verb: They may arrive late.,they,may,arrive,late,B
35,Modal verbs are also called,helping verbs,main verbs,action verbs,linking verbs,A
36,Which modal verb shows necessity?,should,must,might,could,B
37,Choose the correct sentence,He should to go,He should go,He should going,He should went,B
38,Which modal verb shows willingness?,will,might,must,should,A
39,Identify the modal verb: I can finish this work.,I,can,finish,work,B
40,Which modal verb is used for polite permission?,can,may,must,will,B
41,Modal verbs are followed by,base verb,past verb,gerund,noun,A
42,Choose the correct sentence,She may comes,She may come,She may coming,She may came,B
43,Which modal verb shows strong advice?,might,should,must,could,C
44,Identify the modal verb: You need not worry.,need not,worry,you,none,A
45,Which modal verb shows expectation?,would,should,may,can,B
46,Choose the correct sentence,He will goes,He will go,He will going,He will went,B
47,Modal verbs do not take,-s,-ed,both A & B,none,C
48,Which modal verb is used in conditionals?,would,must,may,shall,A
49,Identify the modal verb: She could dance well.,she,could,dance,well,B
50,Modal verbs help express,mood and meaning,spelling,punctuation,sentence length,A
,,,,,,
,,,,,,
,,,,,,
Lesson 10 - Subject–Verb Agreement,,,,,,
No,Question,A,B,C,D,Answer
1,Subject–verb agreement means,matching tense,matching subject and verb,matching object,matching adjective,B
2,A singular subject takes a,plural verb,singular verb,past verb,modal verb,B
3,Choose the correct sentence,He play football,He plays football,He playing football,He played football,B
4,A plural subject takes a,singular verb,plural verb,helping verb only,modal verb,B
5,Choose the correct sentence,They plays chess,They play chess,They playing chess,They played chess,B
6,Identify the correct verb: She ___ to school.,go,goes,going,gone,B
7,Identify the correct verb: We ___ ready.,is,am,are,was,C
8,Choose the correct sentence,The boy run fast,The boy runs fast,The boy running fast,The boy ran fast,B
9,Subjects joined by “and” usually take a,singular verb,plural verb,modal verb,no verb,B
10,Choose the correct sentence,Ram and Ravi is friends,Ram and Ravi are friends,Ram and Ravi was friends,Ram and Ravi be friends,B
11,“Each” and “Every” take a,plural verb,singular verb,modal verb,past verb,B
12,Choose the correct sentence,Each boy have a pen,Each boy has a pen,Each boy having a pen,Each boy had a pen,B
13,“Everyone” takes a,plural verb,singular verb,helping verb only,no verb,B
14,Choose the correct sentence,Everyone know the answer,Everyone knows the answer,Everyone knowing the answer,Everyone knew the answer,B
15,Collective nouns usually take a,plural verb,singular verb,two verbs,no verb,B
16,Choose the correct sentence,The team are winning,The team is winning,The team were winning,The team have winning,B
17,Words like “news” take a,plural verb,singular verb,past verb,modal verb,B
18,Choose the correct sentence,The news are good,The news is good,The news were good,The news be good,B
19,Subjects joined by “or / nor” agree with the,first subject,last subject,both subjects,verb only,B
20,Choose the correct sentence,Either Ram or Ravi are coming,Either Ram or Ravi is coming,Either Ram or Ravi come,Either Ram or Ravi were coming,B
21,Identify the correct verb: There ___ many students.,is,was,are,has,C
22,Identify the correct verb: There ___ a problem.,are,were,is,have,C
23,“One of the” takes a,plural verb,singular verb,modal verb,past verb,B
24,Choose the correct sentence,One of the boys are late,One of the boys is late,One of the boys were late,One of the boys be late,B
25,Amounts of money take a,plural verb,singular verb,helping verb,modal verb,B
26,Choose the correct sentence,Ten rupees are enough,Ten rupees is enough,Ten rupees were enough,Ten rupees be enough,B
27,Titles of books take a,plural verb,singular verb,helping verb,modal verb,B
28,Choose the correct sentence,The Bible are holy,The Bible is holy,The Bible were holy,The Bible be holy,B
29,“None” can take,singular only,plural only,singular or plural,no verb,C
30,Choose the correct sentence,None of them is ready,None of them are ready,Both A & B,None of them be ready,C
31,Subjects with “as well as” take verb according to,second subject,first subject,both,verb,B
32,Choose the correct sentence,The teacher as well as students are ready,The teacher as well as students is ready,The teacher as well as students were ready,The teacher as well as students be ready,B
33,“Every one of” takes a,plural verb,singular verb,past verb,modal verb,B
34,Choose the correct sentence,Every one of the boys are present,Every one of the boys is present,Every one of the boys were present,Every one of the boys be present,B
35,Plural nouns ending in “s” may take,plural verb always,singular verb always,singular or plural,no verb,C
36,Choose the correct sentence,Physics are difficult,Physics is difficult,Physics were difficult,Physics be difficult,B
37,Which sentence is correct?,The scissors is sharp,The scissors are sharp,The scissors was sharp,The scissors be sharp,B
38,“A number of” takes a,singular verb,plural verb,modal verb,past verb,B
39,Choose the correct sentence,A number of students is absent,A number of students are absent,A number of students was absent,A number of students be absent,B
40,“The number of” takes a,plural verb,singular verb,helping verb,modal verb,B
41,Choose the correct sentence,The number of students are high,The number of students is high,The number of students were high,The number of students be high,B
42,Identify the correct verb: She ___ very kind.,are,am,is,were,C
43,Choose the correct sentence,I is ready,I am ready,I are ready,I be ready,B
44,Which sentence is incorrect?,He runs fast,They play well,She go home,We are friends,C
45,“Either…or” agrees with,first subject,last subject,both subjects,verb only,B
46,Choose the correct sentence,Either you or he are wrong,Either you or he is wrong,Either you or he were wrong,Either you or he be wrong,B
47,Subjects with “along with” agree with,second subject,first subject,both,verb,B
48,Choose the correct sentence,The principal along with teachers are present,The principal along with teachers is present,The principal along with teachers were present,The principal along with teachers be present,B
49,Subject–verb agreement helps us write,correct grammar,long sentences,fast sentences,stories,A
50,Choose the correct sentence,She don't like coffee,She doesn't like coffee,She didn't like coffee,She not like coffee,B
,,,,,,
,,,,,,
,,,,,,
Lesson 11 - Phrasal Verbs,,,,,,
No,Question,A,B,C,D,Answer
1,A phrasal verb is formed by,verb + verb,verb + adverb/preposition,noun + verb,adjective + verb,B
2,Which is a phrasal verb?,look,look after,looking,looked,B
3,Identify the phrasal verb: She gave up smoking.,gave,up,gave up,smoking,C
4,Phrasal verbs often have meaning,literal only,different from main verb,same as verb,grammatical,B
5,Choose the correct meaning of “give up”,start,stop,continue,look,B
6,Choose the correct sentence,He put off the meeting,He put the meeting,He put on meeting,He put meeting off,A
7,Which phrasal verb means “take care of”?,look for,look after,look into,look up,B
8,Identify the phrasal verb: He looked after the child.,looked,after,looked after,child,C
9,Which phrasal verb means “continue”?,give up,go on,break down,turn off,B
10,Choose the correct meaning of “turn off”,start,switch off,increase,repair,B
11,Which phrasal verb means “postpone”?,put off,put on,put up,put down,A
12,Identify the phrasal verb: They called off the match.,called,off,called off,match,C
13,“Call off” means,start,cancel,phone,continue,B
14,Choose the correct sentence,She ran into an old friend,She ran an old friend,She ran on an old friend,She ran up an old friend,A
15,Which phrasal verb means “meet by chance”?,run into,run out,run away,run over,A
16,Identify the phrasal verb: The car broke down.,broke,down,broke down,car,C
17,“Break down” means,stop working,start working,speed up,slow down,A
18,Choose the correct meaning of “look up”,search,improve,respect,repair,A
19,Which phrasal verb means “search for information”?,look up,look after,look out,look into,A
20,Identify the phrasal verb: Please turn on the light.,turn,on,turn on,light,C
21,“Turn on” means,stop,start,switch on,repair,C
22,Choose the correct sentence,He ran out of money,He ran out money,He ran of money,He ran into money,A
23,“Run out of” means,have plenty,finish,save,buy,B
24,Which phrasal verb means “tolerate”?,put up with,put off,put on,put down,A
25,Identify the phrasal verb: I can’t put up with noise.,put,up,put up with,noise,C
26,Which phrasal verb means “wear”?,put on,put off,take off,turn on,A
27,Choose the correct sentence,She put on her dress,She put her dress,She put off her dress,She put up her dress,A
28,“Take off” means,remove,start,land,all of the above,D
29,Identify the phrasal verb: The plane took off.,took,off,took off,plane,C
30,Which phrasal verb means “investigate”?,look after,look into,look out,look up,B
31,Choose the correct meaning of “look into”,ignore,investigate,admire,avoid,B
32,Identify the phrasal verb: He turned down the offer.,turned,down,turned down,offer,C
33,“Turn down” means,accept,reject,increase,raise,B
34,Which phrasal verb means “wake up”?,get up,stand up,pick up,look up,A
35,Choose the correct sentence,She got up early,She got early,She got on early,She got off early,A
36,Identify the phrasal verb: Please fill in the form.,fill,in,fill in,form,C
37,“Fill in” means,complete,tear,submit,start,A
38,Which phrasal verb means “return”?,come back,go away,turn off,give up,A
39,Identify the phrasal verb: He gave back the book.,gave,back,gave back,book,C
40,“Give back” means,borrow,return,keep,sell,B
41,Which phrasal verb means “enter”?,go in,go out,get off,come up,A
42,Choose the correct sentence,He went in quietly,He went quietly,He went off quietly,He went up quietly,A
43,Identify the phrasal verb: She picked up the phone.,picked,up,picked up,phone,C
44,“Pick up” means,drop,lift/receive,break,ignore,B
45,Which phrasal verb means “reduce volume”?,turn up,turn down,turn on,turn off,B
46,Choose the correct sentence,Turn down the TV,Turn off down the TV,Turn TV down off,Turn the down TV,A
47,Identify the phrasal verb: He ran away from home.,ran,away,ran away,home,C
48,“Run away” means,stay,escape,return,stop,B
49,Phrasal verbs are common in,spoken English,formal writing only,poetry only,exams only,A
50,Learning phrasal verbs helps improve,fluency,spelling,punctuation,handwriting,A
,,,,,,
,,,,,,
,,,,,,
Lesson 12 - Active and Passive Voice,,,,,,
No,Question,A,B,C,D,Answer
1,"In active voice, the subject",receives the action,does the action,is hidden,is changed,B
2,"In passive voice, the subject",does the action,receives the action,is omitted always,is a verb,B
3,Identify the voice: The boy kicks the ball.,Active,Passive,Both,None,A
4,Identify the voice: The ball is kicked by the boy.,Active,Passive,Both,None,B
5,Which sentence is active?,The song was sung by her,The letter is written,She sings a song,The work was done,C
6,Which sentence is passive?,He wrote a letter,She reads a book,A letter was written,They play football,C
7,Passive voice uses,only main verb,has + verb,be + past participle (V3),will + verb,C
8,Identify the passive verb: The cake was eaten.,was,eaten,was eaten,cake,C
9,Choose the passive form of: She writes a letter.,A letter writes her,A letter is written by her,A letter was written,A letter writing by her,B
10,Choose the active form of: The work was finished by him.,The work finished him,He finished the work,He was finishing work,The work finished,B
11,"In passive voice, “by” shows",place,time,doer of action,object,C
12,Which tense is used here? The room is cleaned.,Past,Present,Future,Continuous,B
13,Choose the correct passive form,The book is read by me,The book read by me,The book is reading by me,The book was read by me,A
14,Identify the voice: They are painting the house.,Active,Passive,Both,None,A
15,Passive of “They are painting the house”,The house is painting,The house was painted,The house is being painted,The house has painted,C
16,Which verb form is used in passive voice?,V1,V2,V3,V-ing,C
17,Identify the passive sentence,She cooks food,Food is cooked by her,She is cooking,She cooked food,B
18,Choose the correct active sentence,The match was won by them,They won the match,The match wins them,They winning match,B
19,Passive voice is used when,doer is important,action is important,subject is known,sentence is short,B
20,Identify the voice: English is spoken here.,Active,Passive,Both,None,B
21,Change to passive: He will help me.,I will be helped by him,I am helped by him,I was helped by him,I help him,A
22,Passive of “She ate an apple”,An apple eats,An apple is eaten,An apple was eaten,An apple has eaten,C
23,Identify the voice: The door was closed.,Active,Passive,Both,None,B
24,Which sentence is active?,The book was opened,The work is done,The teacher teaches English,The song was sung,C
25,Choose the correct passive,The work is done by him,The work done by him,The work doing by him,The work has do,A
26,Active voice is preferred in,spoken English,unclear writing,passive forms,complex rules,A
27,Identify the tense: The letter was posted.,Present,Past,Future,Continuous,B
28,Passive of “They are watching TV”,TV is watched,TV was watched,TV is being watched,TV has watched,C
29,Which sentence is passive?,She helped me,He is helping,I was helped,They help us,C
30,Change to active: The prize was given to her.,She gave the prize,Someone gave her the prize,The prize gave her,She was giving prize,B
31,Passive voice often avoids mentioning,verb,object,doer,subject,C
32,Identify the voice: The car is repaired.,Active,Passive,Both,None,B
33,Choose the correct passive,The song sung by her,The song was sung by her,The song is sing,The song singing,B
34,Passive of “He makes a cake”,A cake is made by him,A cake made by him,A cake was make,A cake making,A
35,Which auxiliary verb is used in passive?,do,have,be,will,C
36,Identify the voice: She was praised.,Active,Passive,Both,None,B
37,Choose the active sentence,The window was broken,The child broke the window,The window broke by child,The child was breaking,B
38,Passive of “We will finish the work”,The work finishes,The work will be finished,The work is finishing,The work was finish,B
39,Which sentence focuses on the action?,He did the work,The work was done,He is doing work,He will do work,B
40,Passive voice is common in,science writing,personal letters,stories only,poems only,A
41,Identify the passive sentence,They clean the room,The room is cleaned,They are cleaning,Clean the room,B
42,Change to passive: She sings a song.,A song is sung by her,A song sings her,A song was sung,A song is singing,A
43,Which is NOT passive?,The cake was baked,The letter is written,He was punished,He punished the boy,D
44,Passive of “Someone stole my bag”,My bag was stolen,My bag is stolen,My bag steals,My bag stealing,A
45,Identify the voice: The rules must be followed.,Active,Passive,Both,None,B
46,Modal passive structure is,modal + V1,modal + be + V3,modal + V-ing,modal + V2,B
47,Choose the correct sentence,The work must done,The work must be done,The work must doing,The work must do,B
48,Passive voice uses “by” to show,place,time,agent,tense,C
49,Which sentence is passive?,She teaches us,We are taught by her,She is teaching,Teach us,B
50,Active and passive voice help us,change sentence focus,learn spelling,count words,memorize verbs,A
,,,,,,
,,,,,,
,,,,,,
Lesson 13 - Correlative Conjunctions,,,,,,
No,Question,A,B,C,D,Answer
1,Correlative conjunctions work,alone,in pairs,in groups,randomly,B
2,Which is a pair of correlative conjunctions?,and / but,either / or,because / so,if / then,B
3,Identify the correlative conjunction: Either you or I am wrong.,either,or,either…or,wrong,C
4,Correlative conjunctions connect,nouns only,verbs only,equal parts,sentences only,C
5,Which pair shows choice?,both…and,either…or,not only…but also,whether…or,B
6,Choose the correct sentence,Either he or she are coming,Either he or she is coming,Either he and she is coming,Either he or she be coming,B
7,Which pair shows addition?,either…or,neither…nor,both…and,whether…or,C
8,Identify the correlative conjunction: Both Ram and Ravi passed.,both,and,both…and,passed,C
9,Which pair shows negative idea?,both…and,either…or,neither…nor,not only…but also,C
10,Choose the correct sentence,Neither he nor I is ready,Neither he nor I am ready,Neither he and I am ready,Neither he nor I be ready,B
11,Which pair shows emphasis?,both…and,either…or,not only…but also,neither…nor,C
12,Identify the correlative conjunction: She is not only smart but also kind.,not only,but also,not only…but also,kind,C
13,Correlative conjunctions must be,close together,balanced,separated,hidden,B
14,Choose the correct sentence,Both the teacher or students came,Both the teacher and students came,Both teacher but students came,Both teacher and came,B
15,Which pair shows alternatives?,both…and,either…or,not only…but also,neither…nor,B
16,Identify the correlative conjunction: Neither rain nor storm stopped us.,neither,nor,neither…nor,storm,C
17,Which pair joins two subjects?,either…or,both…and,not only…but also,all of the above,D
18,Choose the correct sentence,Not only he but also she are invited,Not only he but also she is invited,Not only he and she is invited,Not only he but she also invited,B
19,Which pair expresses contrast?,both…and,not only…but also,either…or,neither…nor,D
20,Identify the correlative conjunction: Whether you like it or not.,whether,or,whether…or,like,C
21,Which pair is used in questions?,both…and,either…or,whether…or,neither…nor,C
22,Choose the correct sentence,Either you or he are responsible,Either you or he is responsible,Either you and he is responsible,Either you or he be responsible,B
23,Correlative conjunctions help maintain,tense,balance,punctuation,spelling,B
24,Identify the correlative conjunction: Both singing and dancing are fun.,both,and,both…and,fun,C
25,Which pair means “not this and not that”?,both…and,either…or,neither…nor,not only…but also,C
26,Choose the correct sentence,Neither the teacher nor the students is late,Neither the teacher nor the students are late,Neither teacher and students are late,Neither teacher nor students be late,B
27,Which pair is used for emphasis and addition?,either…or,both…and,not only…but also,neither…nor,C
28,Identify the correlative conjunction: Not only did he apologize but also promised to help.,not only,but also,not only…but also,help,C
29,Which sentence is correct?,Both Ram or Ravi came,Both Ram and Ravi came,Both Ram but Ravi came,Both Ram nor Ravi came,B
30,Correlative conjunctions usually connect,unequal parts,balanced elements,verbs only,nouns only,B
31,Choose the correct sentence,Either the boys or the girl are winning,Either the boys or the girl is winning,Either boys or girl are winning,Either boys or girl be winning,B
32,"Identify the correlative conjunction: Whether now or later, decide.",whether,or,whether…or,decide,C
33,Which pair is used to show two positives?,neither…nor,either…or,both…and,whether…or,C
34,Choose the correct sentence,Not only the book but also the pens is missing,Not only the book but also the pens are missing,Not only book but also pens are missing,Not only the book and pens are missing,B
35,Correlative conjunctions agree with,first subject,second subject,nearest subject,verb only,C
36,Identify the correlative conjunction: Either rain or wind caused the delay.,either,or,either…or,delay,C
37,Which pair joins two actions?,both…and,either…or,neither…nor,all of the above,D
38,Choose the correct sentence,Neither she nor her friends is coming,Neither she nor her friends are coming,Neither she and friends are coming,Neither she nor friends be coming,B
39,Which pair is commonly tested in exams?,both…and,either…or,neither…nor,all of the above,D
40,Identify the correlative conjunction: Not only did he fail but also tried again.,not only,but also,not only…but also,tried,C
41,Which sentence shows correct balance?,Both he and she is ready,Both he and she are ready,Both he or she are ready,Both he but she ready,B
42,Correlative conjunctions are important for,clarity,balance,correctness,all of the above,D
43,Choose the correct sentence,Either my brother or my parents is coming,Either my brother or my parents are coming,Either brother or parents is coming,Either brother or parents be coming,B
44,Identify the correlative conjunction: Neither rich nor poor were spared.,neither,nor,neither…nor,spared,C
45,Which pair means “one or the other”?,both…and,either…or,neither…nor,not only…but also,B
46,Choose the correct sentence,Not only the teacher but also the students was present,Not only the teacher but also the students were present,Not only teacher but also students were present,Not only teacher and students were present,B
47,Correlative conjunctions help avoid,confusion,imbalance,errors,all of the above,D
48,Identify the correlative conjunction: Both reading and writing improve skills.,both,and,both…and,improve,C
49,Which sentence is incorrect?,Both Ram and Ravi came,Either you or I am wrong,Neither she nor I are late,Not only he but also she are invited,D
50,Correlative conjunctions always come,before nouns,in pairs,at the end,alone,B
,,,,,,
,,,,,,
,,,,,,
Lesson 14 - Question Types,,,,,,
No,Question,A,B,C,D,Answer
1,Questions are used to,give commands,ask information,show emotion,give advice,B
2,A question that can be answered with “Yes/No” is called,WH-question,Tag question,Yes/No question,Alternative question,C
3,Which is a Yes/No question?,Where are you?,Do you like tea?,Why are you late?,How old are you?,B
4,WH-questions usually begin with,verbs,auxiliaries,question words,nouns,C
5,Which is a WH-word?,do,is,what,will,C
6,Identify the WH-question,Are you ready?,Did he come?,Where is she?,Will you go?,C
7,Which question asks about a person?,What,Where,Who,When,C
8,Which question asks about time?,Why,When,Where,How,B
9,Which question asks about place?,What,When,Where,Who,C
10,Which question asks about reason?,How,Where,Why,When,C
11,A question tag is added to,statement,command,exclamation,phrase,A
12,Which is a tag question?,Are you coming?,"You are coming, aren’t you?",Where are you?,Come here.,B
13,Tag questions are used to,give order,confirm information,ask reason,show emotion,B
14,"Identify the tag: She is happy, ___?",is she,isn’t she,doesn’t she,wasn’t she,B
15,"Choose the correct tag: You like coffee, ___?",do you,don’t you,aren’t you,didn’t you,B
16,Which question gives choices?,Yes/No,WH,Tag,Alternative,D
17,Which is an alternative question?,Do you like tea?,Where are you?,Do you want tea or coffee?,Are you ready?,C
18,Which auxiliary verb is used in Yes/No questions?,noun,main verb,helping verb,adjective,C
19,Identify the question type: Why are you sad?,Yes/No,WH,Tag,Alternative,B
20,Which question begins with “How”?,How old are you?,Do you know him?,"You are fine, aren’t you?",Tea or coffee?,A
21,Choose the correct question,Where you are?,Where are you?,Where is you?,Where you is?,B
22,Which question asks about manner?,What,Where,How,When,C
23,"Identify the question type: You finished the work, didn’t you?",Yes/No,WH,Tag,Alternative,C
24,Which question asks about quantity?,How many,How,Why,Where,A
25,WH-questions cannot be answered with,yes/no,full sentence,information,explanation,A
26,Identify the question word: ___ is your name?,Where,What,Who,When,B
27,Choose the correct question,What you are doing?,What are you doing?,What is you doing?,What you doing?,B
28,Which question is polite?,Give me water,Can you help me?,You help me,Help me,B
29,Identify the question type: Can you help me?,WH,Yes/No,Tag,Alternative,B
30,Which question uses rising tone?,WH,Yes/No,Tag,All,B
31,Choose the correct tag,"He went home, ___?",didn’t he,doesn’t he,isn’t he,wasn’t he
32,Which question expects agreement?,WH,Alternative,Tag,Yes/No,C
33,Identify the question word: ___ did you come?,Where,When,Why,Who,B
34,Which question asks about possession?,Who,Whose,Which,When,B
35,Choose the correct question,Who did you meet?,Who you met?,Who did met you?,Who you did meet?,A
36,Which question uses “or”?,Yes/No,WH,Tag,Alternative,D
37,Identify the question type: Is he a doctor?,WH,Yes/No,Tag,Alternative,B
38,Which WH-word asks about choice?,What,Which,Who,Why,B
39,Choose the correct question,How much it costs?,How much does it cost?,How much it cost?,How much did cost it?,B
40,Question tags usually repeat the,noun,verb,auxiliary verb,adjective,C
41,Identify the question type: Tea or coffee?,Yes/No,WH,Tag,Alternative,D
42,Which question is indirect?,Where are you?,Can you tell me where you are?,Are you here?,When will you go?,B
43,Choose the correct tag,"She can swim, ___?",can she,can’t she,doesn’t she,isn’t she
44,Which question asks about frequency?,How long,How often,How much,How many,B
45,Identify the WH-word: ___ are you late?,When,Why,Where,Who,B
46,Which question uses falling tone?,WH,Yes/No,Tag,Alternative,A
47,Choose the correct question,Did you finished the work?,Did you finish the work?,Did you finishing the work?,Did you finishes the work?,B
48,Question words are also called,interrogatives,adjectives,pronouns,verbs,A
49,"Identify the question type: You don’t like coffee, do you?",Yes/No,WH,Tag,Alternative,C
50,Question types help us,ask correctly,write stories,form nouns,change tense,A
,,,,,,
,,,,,,
,,,,,,
Lesson 15 - Irregular Verbs,,,,,,
No,Question,A,B,C,D,Answer
1,Irregular verbs are verbs that,follow -ed rule,do not follow -ed rule,are nouns,are adjectives,B
2,Which is an irregular verb?,play,walk,go,jump,C
3,Past tense of “go” is,goed,went,gone,going,B
4,Past tense of “eat” is,eated,eats,ate,eaten,C
5,Past participle of “eat” is,eat,ate,eating,eaten,D
6,Which verb is irregular?,talk,finish,see,clean,C
7,Past tense of “see” is,seed,saw,seen,seeing,B
8,Past participle of “see” is,see,saw,seen,seeing,C
9,Choose the correct past tense,He buy a book,He buys a book,He bought a book,He buying a book,C
10,Past tense of “buy” is,buyed,bought,buys,buying,B
11,Past participle of “buy” is,buyed,bought,buys,buying,B
12,Which is the past tense of “take”?,taked,took,taken,taking,B
13,Past participle of “take” is,take,took,taken,taking,C
14,Which sentence is correct?,She goed home,She went home,She go home,She going home,B
15,Past tense of “come” is,comed,came,coming,come,B
16,Past participle of “come” is,came,coming,come,comes,C
17,Which verb does NOT change in past tense?,cut,go,eat,see,A
18,Past tense of “cut” is,cutted,cut,cuts,cutting,B
19,Past participle of “cut” is,cut,cutting,cuts,cutted,A
20,Which verb has the same form in all tenses?,run,put,sing,drink,B
21,Past tense of “put” is,putted,put,puts,putting,B
22,Past participle of “put” is,putting,put,puts,putted,B
23,Which is an irregular verb?,open,close,give,help,C
24,Past tense of “give” is,gived,gave,given,giving,B
25,Past participle of “give” is,give,gave,given,giving,C
26,Which sentence uses past participle?,He eats rice,He ate rice,He has eaten rice,He is eating rice,C
27,Past tense of “drink” is,drinked,drank,drunk,drinking,B
28,Past participle of “drink” is,drink,drank,drunk,drinking,C
29,Past tense of “write” is,write,wrote,written,writing,B
30,Past participle of “write” is,write,wrote,written,writing,C
31,Which verb is irregular?,play,walk,run,clean,C
32,Past tense of “run” is,runned,ran,runs,running,B
33,Past participle of “run” is,ran,run,running,runs,B
34,Past tense of “sing” is,singed,sang,sung,singing,B
35,Past participle of “sing” is,sing,sang,sung,singing,C
36,Which sentence is correct?,He has went home,He has gone home,He have gone home,He went gone home,B
37,Past tense of “break” is,breaked,broke,broken,breaking,B
38,Past participle of “break” is,break,broke,broken,breaking,C
39,Which irregular verb changes vowel sound?,walk,talk,sit,open,C
40,Past tense of “sit” is,sitted,sat,set,sitting,B
41,Past participle of “sit” is,sit,sat,set,sat,D
42,Which sentence is correct?,She has ate food,She has eaten food,She have eaten food,She eaten food,B
43,Past tense of “fly” is,flyed,flew,flown,flying,B
44,Past participle of “fly” is,fly,flew,flown,flying,C
45,Which irregular verb stays the same in present & past?,hit,sing,drive,eat,A
46,Past tense of “hit” is,hitted,hit,hits,hitting,B
47,Past participle of “hit” is,hit,hits,hitting,hitted,A
48,Irregular verbs are important for,correct tense usage,spelling only,punctuation,sentence length,A
49,Which sentence is correct?,He has drank water,He has drunk water,He has drink water,He dranked water,B
50,Learning irregular verbs helps improve,grammar accuracy,handwriting,pronunciation only,speed writing,A
,,,,,,
,,,,,,
Lesson 16 - Relative Pronoun,,,,,,
No,Question,A,B,C,D,Answer
1,A relative pronoun is used to,ask questions,join clauses,replace nouns,show tense,B
2,Which is a relative pronoun?,he,which,very,and,B
3,Relative pronouns refer to a,verb,adjective,noun,adverb,C
4,Which word is a relative pronoun?,who,when,where,why,A
5,Identify the relative pronoun: The boy who won the prize is happy.,boy,who,prize,happy,B
6,“Who” is used for,things,animals,people,places,C
7,“Which” is used for,people,places,things,time,C
8,“That” can be used for,people,things,both A & B,places only,C
9,Choose the correct sentence,This is the man which helped me,This is the man who helped me,This is the man whom help me,This is the man helped me,B
10,Identify the relative pronoun: The book that I bought is new.,book,that,bought,new,B
11,“Whom” is used as,subject,object,verb,adjective,B
12,Choose the correct sentence,The girl whom sings well,The girl who sings well,The girl which sings well,The girl that sings she,B
13,Which relative pronoun shows possession?,who,whom,whose,which,C
14,Identify the relative pronoun: The man whose car was stolen reported it.,man,whose,car,stolen,B
15,“Whose” is used for,possession,place,time,reason,A
16,Choose the correct sentence,I met a man who dog is cute,I met a man whose dog is cute,I met a man which dog is cute,I met a man whom dog is cute,B
17,Which relative pronoun is used for objects?,who,whom,whose,where,B
18,Identify the relative pronoun: The teacher whom we respect is kind.,teacher,whom,respect,kind,B
19,“That” is commonly used in,formal English only,informal English,both,poetry only,C
20,Which is NOT a relative pronoun?,who,which,that,when,D
21,Choose the correct sentence,The house where I live is big,The house which I live is big,The house who I live is big,The house that I live,A
22,“Where” is used for,people,time,place,reason,C
23,Identify the relative pronoun: This is the place where we met.,place,where,met,this,B
24,Which relative pronoun is used for time?,where,why,when,that,C
25,Choose the correct sentence,I remember the day which we met,I remember the day when we met,I remember the day who we met,I remember the day that we meeting,B
26,“Why” is used for,time,place,reason,person,C
27,Identify the relative pronoun: This is the reason why he left.,reason,why,left,this,B
28,Which relative pronoun can replace “who” and “which”?,whom,whose,that,when,C
29,Choose the correct sentence,The movie which we saw was good,The movie who we saw was good,The movie whom we saw was good,The movie where we saw was good,A
30,Relative pronouns help avoid,repetition,punctuation,spelling,tense errors,A
31,Identify the relative pronoun: She is the girl that won the race.,girl,that,race,won,B
32,Which sentence is correct?,The man who I spoke is kind,The man whom I spoke is kind,The man whom I spoke to is kind,The man which I spoke is kind,C
33,“Who” is used as,subject,object,possession,adverb,A
34,Choose the correct sentence,The boy who you met is here,The boy whom you met is here,The boy which you met is here,The boy that you metted,B
35,Which relative pronoun refers to animals?,who,which,whose,both B & C,D
36,Identify the relative pronoun: The dog which barked loudly ran away.,dog,which,barked,away,B
37,Relative clauses begin with,conjunctions,verbs,relative pronouns,nouns,C
