Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
207,Day 42,Inveterate,Adjective,Intermediate,ஆழமாக வேரூன்றிய,कट्टर (Kattar),He is an inveterate gambler.,அவர் ஆழமாக வேரூன்றிய சூதாட்டக்காரர்.,वह एक कट्टर जुआरी है।,"Deep-rooted, Confirmed, Habitual",நெடுங்காலப் பழக்கமான
208,Day 42,Irascible,Adjective,Intermediate,எரிச்சலடையும்,चिड़चिड़ा (Chidchida),The irascible old man shouted at the children.,எரிச்சலடையும் கிழவர் குழந்தைகளைப் பார்த்து கத்தினார்.,चिड़चिड़ा बूढ़ा बच्चों पर चिल्लाया।,"Irritable, Testy, Hot-tempered",முன்கோபமுள்ள
209,Day 42,Lassitude,Noun,Intermediate,சோர்வு,थकावट (Thakavat),A feeling of lassitude overcame him.,சோர்வு உணர்வு அவரை ஆட்கொண்டது.,थकावट की भावना ने उसे काबू कर लिया।,"Fatigue, Weariness, Sluggishness",மந்தம்
210,Day 42,Licentious,Adjective,Intermediate,ஒழுக்கமற்ற,अनैतिक (Anaitik),The play was censored for its licentious content.,அந்த நாடகம் அதன் ஒழுக்கமற்ற உள்ளடக்கத்திற்காக தணிக்கை செய்யப்பட்டது.,नाटक को उसकी अनैतिक सामग्री के लिए सेंसर किया गया था।,"Immoral, Lustful, Promiscuous",காமவெறி பிடித்த
211,Day 43,Lugubrious,Adjective,Intermediate,சோகமான,उदास (Udaas),He delivered the news with a lugubrious tone.,அவர் சோகமான தொனியில் செய்தியை வழங்கினார்.,उन्होंने उदास लहजे में खबर दी।,"Mournful, Gloomy, Melancholy",துக்கமான
212,Day 43,Mendacious,Adjective,Intermediate,பொய்யான,झूठा (Jhootha),The witness was proven to be mendacious.,சாட்சி பொய்யானவர் என்று நிரூபிக்கப்பட்டது.,गवाह झूठा साबित हुआ।,"Untruthful, Lying, False",பொய்யுரைக்கும்
213,Day 43,Obsequious,Adjective,Intermediate,மிகைப்படுத்தப்பட்ட பணிவுள்ள,चापलूस (Chaaploos),His obsequious manner irritated the manager.,அவரது மிகைப்படுத்தப்பட்ட பணிவுள்ள விதம் மேலாளரை எரிச்சலூட்டியது.,उनके चापलूस तरीके ने प्रबंधक को परेशान किया।,"Sycophantic, Fawning, Groveling",அதீத பணிவுள்ள
214,Day 43,Opulent,Adjective,Intermediate,செல்வச் செழிப்புள்ள,आलीशान (Aalishaan),They hosted an opulent banquet.,அவர்கள் ஒரு செல்வச் செழிப்புள்ள விருந்தை வழங்கினர்.,उन्होंने एक आलीशान भोज का आयोजन किया।,"Luxurious, Wealthy, Rich",மிகுந்த செல்வம்
215,Day 43,Ostensible,Adjective,Intermediate,வெளிப்படையான (ஆனால் உண்மையாக இல்லாதது)...,दिखावटी (Dikhavati),"The ostensible reason was sickness, but the real one was fear.","வெளிப்படையான காரணம் நோய், ஆனால் உண்மையானது பயம்.","दिखावटी कारण बीमारी थी, लेकिन असली डर था।","Apparent, Supposed, Professed",பாசாங்கான
216,Day 44,Parsimonious,Adjective,Intermediate,கஞ்சத்தனமான,कंजूस (Kanjus),The parsimonious man never gave tips.,அந்த கஞ்சத்தனமான மனிதன் ஒருபோதும் டிப்ஸ் கொடுக்கவில்லை.,कंजूस आदमी ने कभी टिप नहीं दी।,"Stingy, Frugal, Miserly",சிக்கனமான
217,Day 44,Pejorative,Adjective,Intermediate,இகழ்ச்சியான,अपमानजनक (Apmaanajanak),The term used was pejorative.,பயன்படுத்தப்பட்ட சொல் இகழ்ச்சியானது.,इस्तेमाल किया गया शब्द अपमानजनक था।,"Derogatory, Disparaging, Belittling",தாழ்த்திக் கூறும்
218,Day 44,Penury,Noun,Intermediate,வறுமை,गरीबी (Gareebi),He lived his last years in penury.,அவர் தனது கடைசி ஆண்டுகளை வறுமையில் வாழ்ந்தார்.,उन्होंने अपने अंतिम वर्ष गरीबी में बिताए।,"Poverty, Destitution, Indigence",ஏழ்மை
219,Day 44,Perfidious,Adjective,Intermediate,துரோகமான,विश्वासघाती (Vishvaasghaati),The perfidious act cost him his job.,அந்த துரோகமான செயல் அவருக்கு வேலையை இழக்கச் செய்தது.,विश्वासघाती कार्य ने उन्हें नौकरी से हाथ धोना पड़ा।,"Treacherous, Disloyal, Faithless",நம்பிக்கைத் துரோகமான
220,Day 44,Phlegmatic,Adjective,Intermediate,உணர்ச்சியற்ற,शांत (Shaant),His phlegmatic response showed no alarm.,அவரது உணர்ச்சியற்ற பதில் எந்தவித எச்சரிக்கையையும் காட்டவில்லை.,उनकी शांत प्रतिक्रिया में कोई घबराहट नहीं थी।,"Calm, Cool, Unemotional",மந்தமான
221,Day 45,Plethora,Noun,Intermediate,மிகுதி,बहुतायत (Bahutaayat),The store had a plethora of choices.,கடையில் மிகுதியான தேர்வுகள் இருந்தன.,दुकान में बहुतायत में विकल्प थे।,"Excess, Abundance, Surplus",தேவைக்கு அதிகமான
222,Day 45,Ponderous,Adjective,Intermediate,பாரமான,भारी (Bhaari),His speech was slow and ponderous.,அவரது பேச்சு மெதுவாகவும் பாரமானதாகவும் இருந்தது.,उनका भाषण धीमा और भारी था।,"Heavy, Clumsy, Tedious",சுமையான
223,Day 45,Portend,Verb,Intermediate,அறிவி,संकेत देना (Sanket Dena),The black clouds portend a heavy storm.,கருமேகங்கள் ஒரு பெரிய புயலை அறிவிக்கின்றன.,काले बादल एक बड़े तूफान का संकेत देते हैं।,"Predict, Foretell, Augur",முன் கூட்டி சொல்
224,Day 45,Prevaricate,Verb,Intermediate,உண்மையை மறை,टालमटोल करना (Taalmatol Karna),He tried to prevaricate when questioned.,கேள்வி கேட்கப்பட்டபோது அவர் உண்மையை மறைக்க முயன்றார்.,पूछताछ करने पर उन्होंने टालमटोल करने की कोशिश की।,"Equivocate, Lie, Hedge",ஏமாற்று
225,Day 45,Profligate,Adjective,Intermediate,ஊதாரி,फिजूलखर्ची (Fizoolkharchi),The profligate spending led to bankruptcy.,ஊதாரி செலவு திவால்நிலைக்கு வழிவகுத்தது.,फिजूलखर्ची के कारण दिवालियापन हुआ।,"Wasteful, Extravagant, Spendthrift",வீண்செலவு செய்யும்
226,Day 46,Propagate,Verb,Intermediate,பரப்பு,प्रचार करना (Prachaar Karna),They propagated the new ideology quickly.,அவர்கள் புதிய சித்தாந்தத்தை விரைவாக பரப்பினார்கள்.,उन्होंने नई विचारधारा का तेजी से प्रचार किया।,"Spread, Disseminate, Broadcast",இனப்பெருக்கம் செய்
227,Day 46,Pugnacious,Adjective,Intermediate,சண்டையிடும்,झगड़ालू (Jhagdaaloo),The pugnacious boxer started the fight.,சண்டையிடும் குத்துச்சண்டை வீரர் சண்டையைத் தொடங்கினார்.,झगड़ालू मुक्केबाज ने लड़ाई शुरू कर दी।,"Belligerent, Aggressive, Hostile",முரட்டுத்தனமான
228,Day 46,Pulchritudinous,Adjective,Intermediate,அழகிய,सुंदर (Sundar),She was a pulchritudinous woman.,அவள் ஒரு அழகிய பெண்.,वह एक सुंदर महिला थी।,"Beautiful, Gorgeous, Attractive",கவர்ச்சியான
229,Day 46,Quibble,Verb,Intermediate,குறை கூறு,नुक्ताचीनी करना (Nuktaacheeni Karna),Stop quibbling over minor details.,சிறிய விவரங்களைப் பற்றி குறை கூறுவதை நிறுத்துங்கள்.,छोटी-छोटी बातों पर नुक्ताचीनी करना बंद करो।,"Carp, Nitpick, Bicker",வீண் வாக்குவாதம் செய்
230,Day 46,Recalcitrant,Adjective,Intermediate,கீழ்ப்படியாத,अवज्ञाकारी (Avagyaakaari),The recalcitrant child refused to clean his room.,கீழ்ப்படியாத குழந்தை தனது அறையை சுத்தம் செய்ய மறுத்தது.,अवज्ञाकारी बच्चे ने अपना कमरा साफ करने से इनकार कर दिया।,"Obstinate, Stubborn, Defiant",பிடிவாதம் மிக்க
231,Day 47,Recondite,Adjective,Intermediate,மறைவான,गूढ़ (Gūdh),The book contains recondite knowledge.,இந்த புத்தகம் மறைவான அறிவைக் கொண்டுள்ளது.,पुस्तक में गूढ़ ज्ञान है।,"Obscure, Esoteric, Profound",இரகசியமான
232,Day 47,Refulgent,Adjective,Intermediate,ஒளிரும்,चमकीला (Chamkeela),The bride wore a refulgent white gown.,மணமகள் ஒளிரும் வெள்ளை கவுனை அணிந்திருந்தார்.,दुल्हन ने एक चमकीला सफेद गाउन पहना था।,"Shining, Luminous, Gleaming",ஜொலிக்கும்
233,Day 47,Reprobate,Noun,Intermediate,ஒழுக்கமற்றவர்,दुष्ट (Dusht),He was known as a village reprobate.,அவர் கிராமத்தின் ஒழுக்கமற்றவராக அறியப்பட்டார்.,वह गाँव के एक दुष्ट व्यक्ति के रूप में जाने जाते थे।,"Rogue, Scoundrel, Rascal",சண்டாளன்
234,Day 47,Rescind,Verb,Intermediate,ரத்து செய்,रद्द करना (Radd Karna),The committee voted to rescind the policy.,கொள்கையை ரத்து செய்ய குழு வாக்களித்தது.,समिति ने नीति को रद्द करने के लिए मतदान किया।,"Repeal, Revoke, Cancel",சட்டத்தை நீக்கு
235,Day 47,Ribald,Adjective,Intermediate,ஆபாசமான,अश्लील (Ashleel),The play was criticized for its ribald humor.,நாடகம் அதன் ஆபாசமான நகைச்சுவைக்காக விமர்சிக்கப்பட்டது.,नाटक की उसके अश्लील हास्य के लिए आलोचना की गई।,"Vulgar, Bawdy, Indecent",கெட்ட வார்த்தைகள் கொண்ட
236,Day 48,Rife,Adjective,Intermediate,நிறைந்த,भरा हुआ (Bhara Hua),Rumors are rife throughout the office.,அலுவலகம் முழுவதும் வதந்திகள் நிறைந்துள்ளன.,पूरे कार्यालय में अफवाहें भरी हुई हैं।,"Abundant, Prevalent, Widespread",அதிகமாக
237,Day 48,Sanguine,Adjective,Intermediate,நம்பிக்கையான,आशावादी (Aashavaadi),He remains sanguine about the future.,அவர் எதிர்காலத்தைப் பற்றி நம்பிக்கையுடன் இருக்கிறார்.,वह भविष्य के बारे में आशावादी बने हुए हैं।,"Optimistic, Hopeful, Positive",களிப்புள்ள
238,Day 48,Scion,Noun,Intermediate,வாரிசு,वंशज (Vanshaj),He is the scion of a noble family.,அவர் ஒரு உன்னத குடும்பத்தின் வாரிசு.,वह एक महान परिवार के वंशज हैं।,"Heir, Successor, Descendant",கிளை
239,Day 48,Slovenly,Adjective,Intermediate,அசுத்தமான,लापरवाह (Laaparvaah),His slovenly appearance was criticized.,அவரது அசுத்தமான தோற்றம் விமர்சிக்கப்பட்டது.,उनकी लापरवाह उपस्थिति की आलोचना की गई।,"Messy, Untidy, Disheveled",ஒழுங்கற்ற
240,Day 48,Solicitous,Adjective,Intermediate,அக்கறை கொண்ட,चिंतित (Chintit),The solicitous host attended to every guest.,அக்கறை கொண்ட தொகுப்பாளர் ஒவ்வொரு விருந்தினரையும் கவனித்தார்.,चिंतित मेज़बान ने हर मेहमान पर ध्यान दिया।,"Concerned, Caring, Attentive",கவலையுள்ள
241,Day 49,Stupefy,Verb,Intermediate,திகைக்க வை,दंग करना (Dang Karna),The shocking news stupefied the crowd.,அதிர்ச்சியூட்டும் செய்தி கூட்டத்தை திகைக்க வைத்தது.,चौंकाने वाली खबर ने भीड़ को दंग कर दिया।,"Astonish, Stun, Daze",மூர்ச்சை அடைய செய்
242,Day 49,Subsume,Verb,Intermediate,உள்ளடக்கு,शामिल करना (Shaamil Karna),The new law will subsume the older rules.,புதிய சட்டம் பழைய விதிகளை உள்ளடக்கும்.,नया कानून पुराने नियमों को शामिल करेगा।,"Include, Incorporate, Contain",சேர்க்க
243,Day 49,Surreptitious,Adjective,Intermediate,இரகசியமான,गुप्त (Gupt),They held a surreptitious meeting.,அவர்கள் ஒரு இரகசியமான சந்திப்பை நடத்தினர்.,उन्होंने एक गुप्त बैठक आयोजित की।,"Secret, Stealthy, Clandestine",திருட்டுத்தனமான
244,Day 49,Sybarite,Noun,Intermediate,ஆடம்பரப்பிரியர்,विलासी (Vilaasi),"He lived like a sybarite, surrounded by luxury.",அவர் ஆடம்பரத்தால் சூழப்பட்ட ஒரு ஆடம்பரப்பிரியரைப் போல் வாழ்ந்தார்.,वह विलासिता से घिरे एक विलासी की तरह रहते थे।,"Hedonist, Libertine, Voluptuary",சுகபோகி
245,Day 49,Sycophancy,Noun,Intermediate,முகஸ்துதி,चापलूसी (Chaaploosi),The boss despised all forms of sycophancy.,முதலாளி எல்லா வகையான முகஸ்துதியையும் வெறுத்தார்.,बॉस चापलूसी के सभी रूपों से नफरत करते थे।,"Flattery, Obsequiousness, Fawning",சுயநல புகழ்ச்சி
246,Day 50,Tawdry,Adjective,Intermediate,மலிவான,भड़कीला (Bhadkeela),She wore a tawdry fake fur coat.,அவள் ஒரு மலிவான போலி ரோமக் கோட்டை அணிந்திருந்தாள்.,उसने एक भड़कीला नकली फर कोट पहना था।,"Garish, Cheap, Gaudy",தரம் குறைந்த
247,Day 50,Temerity,Noun,Intermediate,துணிச்சல்,दुस्साहस (Dussaahas),He had the temerity to insult the king.,மன்னரை அவமதிக்கும் துணிச்சல் அவரிடம் இருந்தது.,उसमें राजा का अपमान करने का दुस्साहस था।,"Audacity, Boldness, Recklessness",தைரியம்
248,Day 50,Torpid,Adjective,Intermediate,மந்தமான,सुस्त (Sust),The snake lay torpid in the heat.,பாம்பு வெப்பத்தில் மந்தமாக இருந்தது.,साँप गर्मी में सुस्त पड़ा रहा।,"Lethargic, Sluggish, Inactive",அசைவற்ற
249,Day 50,Trenchant,Adjective,Intermediate,கூர்மையான,तीखा (Teekha),His trenchant criticism was hard to ignore.,அவரது கூர்மையான விமர்சனத்தை புறக்கணிக்க கடினமாக இருந்தது.,उनकी तीखी आलोचना को नजरअंदाज करना मुश्किल था।,"Incisive, Sharp, Acerbic",மிகத் தெளிவான
250,Day 50,Truculent,Adjective,Intermediate,கொடூரமான,क्रूर (Kroor),The truculent security guard denied entry.,கொடூரமான பாதுகாப்பு காவலர் நுழைவை மறுத்தார்.,क्रूर सुरक्षा गार्ड ने प्रवेश से मना कर दिया।,"Belligerent, Aggressive, Savage",சண்டைப் பிடிக்கும்
251,Day 51,Turbid,Adjective,Intermediate,கலங்கிய,गंदला (Gandla),The floodwaters were brown and turbid.,வெள்ள நீர் பழுப்பு நிறமாகவும் கலங்கியதாகவும் இருந்தது.,बाढ़ का पानी भूरा और गंदला था।,"Cloudy, Muddy, Opaque",சேறு கலந்த
252,Day 51,Tutelage,Noun,Intermediate,வழிகாட்டுதல்,संरक्षण (Sanrakshan),The young artist was under his tutelage.,அந்த இளம் கலைஞர் அவரது வழிகாட்டுதலின் கீழ் இருந்தார்.,युवा कलाकार उनके संरक्षण में था।,"Guardianship, Instruction, Guidance",பாதுகாப்பு
253,Day 51,Unfettered,Adjective,Intermediate,தடையற்ற,बेरोकटोक (Beroktok),She enjoyed an unfettered freedom.,அவள் ஒரு தடையற்ற சுதந்திரத்தை அனுபவித்தாள்.,उन्होंने बेरोकटोक स्वतंत्रता का आनंद लिया।,"Unrestrained, Free, Liberated",கட்டுக்கடங்காத
254,Day 51,Unwieldy,Adjective,Intermediate,கையாள்வதற்கு கடினமான,बोझिल (Bojhil),The box was large and unwieldy.,"பெட்டி பெரியதாகவும், கையாள்வதற்கு கடினமானதாகவும் இருந்தது.",बॉक्स बड़ा और बोझिल था।,"Awkward, Clumsy, Bulky",சுலபமில்லாத
255,Day 51,Vapid,Adjective,Intermediate,சப்பென்று,फीका (Feeka),The conversation quickly became vapid.,உரையாடல் விரைவாக சப்பென்று ஆனது.,बातचीत जल्दी ही फीकी पड़ गई।,"Dull, Insipid, Lifeless",உயிரோட்டமற்ற
256,Day 52,Venial,Adjective,Intermediate,மன்னிக்கக்கூடிய,क्षमा योग्य (Kshama Yogya),The mistake was a venial sin.,இந்த தவறு ஒரு மன்னிக்கக்கூடிய பாவம்.,गलती एक क्षमा योग्य पाप थी।,"Pardonable, Excusable, Minor",குற்றமற்ற
257,Day 52,Verisimilitude,Noun,Intermediate,நம்பகத்தன்மை,सत्यता (Satyata),The film lacked verisimilitude.,திரைப்படத்தில் நம்பகத்தன்மை இல்லை.,फिल्म में सत्यता की कमी थी।,"Realism, Authenticity, Plausibility",உண்மையைப் போன்ற தோற்றம்
258,Day 52,Vicissitude,Noun,Intermediate,ஏற்றத்தாழ்வு,उतार-चढ़ाव (Utaar-Chadhav),He experienced the vicissitudes of fortune.,அவர் அதிர்ஷ்டத்தின் ஏற்றத்தாழ்வுகளை அனுபவித்தார்.,उन्होंने भाग्य के उतार-चढ़ाव का अनुभव किया।,"Change, Fluctuation, Turmoil",நிலை மாற்றம்
259,Day 52,Vitiate,Verb,Intermediate,கெடு,बिगाड़ना (Bigaadna),The poor handling vitiated the entire experiment.,மோசமான கையாளுதல் முழு பரிசோதனையையும் கெடுத்தது.,खराब हैंडलिंग ने पूरे प्रयोग को बिगाड़ दिया।,"Spoil, Impair, Corrupt",மதிப்பிழக்க செய்
260,Day 52,Vociferous,Adjective,Intermediate,சத்தமான,शोरगुल वाला (Shorgul Waala),The crowd was vociferous in its demands.,கூட்டம் அதன் கோரிக்கைகளில் சத்தமாக இருந்தது.,भीड़ अपनी मांगों में शोरगुल वाली थी।,"Loud, Noisy, Clamorous",குரலெழுப்பும்
261,Day 53,Wantonness,Noun,Intermediate,கட்டுப்பாடற்ற தன்மை,मनमानी (Manmaani),The act of vandalism was an expression of wantonness.,நாசவேலை என்பது கட்டுப்பாடற்ற தன்மையின் வெளிப்பாடு.,बर्बरता का कार्य मनमानी की अभिव्यक्ति थी।,"Licentiousness, Recklessness, Malice",பொறுப்பற்ற நிலை
262,Day 53,Wheedle,Verb,Intermediate,சமாதானப்படுத்து,फुसलाना (Phuslaana),She tried to wheedle a higher salary out of him.,அவள் அவனிடமிருந்து அதிக சம்பளத்தை சமாதானப்படுத்த முயன்றாள்.,उसने उससे अधिक वेतन फुसलाने की कोशिश की।,"Coax, Cajole, Persuade",கொஞ்சிப் பேசு
263,Day 53,Wraith,Noun,Intermediate,ஆவி,प्रेत (Pret),They saw a pale wraith near the old graveyard.,பழைய கல்லறையின் அருகே ஒரு வெளிறிய ஆவியைக் கண்டார்கள்.,उन्होंने पुराने कब्रिस्तान के पास एक पीला प्रेत देखा।,"Ghost, Spirit, Apparition",பேய் உருவம்
264,Day 53,Abjure,Verb,Intermediate,சத்தியம் செய்து துற,त्यागना (Tyaagna),He was forced to abjure his former beliefs.,அவர் தனது முன்னாள் நம்பிக்கைகளை சத்தியம் செய்து துறக்க வேண்டியிருந்தது.,उन्हें अपने पूर्व विश्वासों को त्यागना पड़ा।,"Renounce, Recant, Forswear",கைவிடு
265,Day 53,Abrogate,Verb,Intermediate,நீக்கு,निरस्त करना (Nirast Karna),The treaty was formally abrogated.,ஒப்பந்தம் முறையாக நீக்கப்பட்டது.,संधि को औपचारिक रूप से निरस्त कर दिया गया।,"Repeal, Annul, Cancel",ஒழித்து விடு
266,Day 54,Acrimony,Noun,Intermediate,கசப்பு,कटुता (Katuta),The debate was marked by intense acrimony.,விவாதம் தீவிர கசப்பால் குறிக்கப்பட்டது.,बहस तीव्र कटुता से चिन्हित थी।,"Bitterness, Rancor, Hostility",கடுமையான குணம்
267,Day 54,Adumbrate,Verb,Intermediate,கோடிட்டுக் காட்டு,रेखांकित करना (Rekhaankit Karna),He only had time to adumbrate his plan.,அவர் தனது திட்டத்தை கோடிட்டுக் காட்ட மட்டுமே நேரம் இருந்தது.,उसके पास अपनी योजना को रेखांकित करने का ही समय था।,"Outline, Sketch, Suggest",சுருக்கிக் கூறு
268,Day 54,Anathema,Noun,Intermediate,வெறுக்கத்தக்கது,अभिशाप (Abhishaap),His political views were anathema to his family.,அவரது அரசியல் கருத்துக்கள் அவரது குடும்பத்திற்கு வெறுக்கத்தக்கதாக இருந்தன.,उसके राजनीतिक विचार उसके परिवार के लिए अभिशाप थे।,"Curse, Abomination, Detestation",அருவருப்பான விஷயம்
269,Day 54,Anomie,Noun,Intermediate,சட்டம் இல்லாத நிலை,अराजकता (Arajakata),The city descended into anomie after the earthquake.,பூகம்பத்திற்குப் பிறகு நகரம் சட்டம் இல்லாத நிலைக்கு சென்றது.,भूकंप के बाद शहर अराजकता में डूब गया।,"Lawlessness, Disorder, Normlessness",சமூக ஒழுங்கின்மை
270,Day 54,Aplomb,Noun,Intermediate,தன்னம்பிக்கை,आत्मविश्वास (Aatmavishvaas),She handled the crisis with aplomb.,அவள் தன்னம்பிக்கையுடன் நெருக்கடியை கையாண்டாள்.,उसने आत्मविश्वास से संकट को संभाला।,"Poise, Confidence, Self-assurance",அமைதி/பக்குவம்
271,Day 55,Apotheosis,Noun,Intermediate,உச்சக்கட்டம்,पराकाष्ठा (Paraakaashthaa),The painting was the apotheosis of his career.,அந்த ஓவியம் அவரது வாழ்க்கையின் உச்சக்கட்டம்.,पेंटिंग उनके करियर की पराकाष्ठा थी।,"Climax, Peak, Zenith",சிகரம்
272,Day 55,Artifice,Noun,Intermediate,தந்திரம்,चालाकी (Chaalaki),The entire plan was a clever artifice.,முழு திட்டமும் ஒரு புத்திசாலித்தனமான தந்திரம்.,पूरी योजना एक चतुर चालाकी थी।,"Deception, Trickery, Cunning",சூழ்ச்சி
273,Day 55,Asperity,Noun,Intermediate,கடுமை,कठोरता (Kathorta),He spoke with some asperity about the budget cuts.,அவர் பட்ஜெட் குறைப்புகள் பற்றி சில கடுமையுடன் பேசினார்.,उन्होंने बजट कटौती के बारे में कुछ कठोरता से बात की।,"Harshness, Severity, Sharpness",கடுமையான சொற்கள்
274,Day 55,Augment,Verb,Intermediate,அதிகரி,बढ़ाना (Badhaana),He needs a second job to augment his income.,அவர் தனது வருமானத்தை அதிகரிக்க இரண்டாவது வேலை தேவைப்படுகிறது.,उसे अपनी आय बढ़ाने के लिए दूसरी नौकरी की जरूरत है।,"Increase, Expand, Supplement",மிகைப்படுத்து
275,Day 55,Barrage,Noun,Intermediate,சரமாரி,बौछार (Bauchaar),The politician faced a barrage of questions.,அரசியல்வாதி சரமாரியான கேள்விகளை எதிர்கொண்டார்.,राजनेता को सवालों की बौछार का सामना करना पड़ा।,"Volley, Deluge, Storm",ஒருங்கே தாக்கும்
276,Day 56,Bellwether,Noun,Intermediate,முன்னோடி,अगुवा (Aguwa),The company is seen as the bellwether of the industry.,அந்த நிறுவனம் தொழில்துறையின் முன்னோடியாகக் கருதப்படுகிறது.,कंपनी को उद्योग का अगुवा माना जाता है।,"Leader, Trendsetter, Indicator",வழிகாட்டி
277,Day 56,Bilk,Verb,Intermediate,ஏமாற்று,धोखा देना (Dhokha Dena),The scammer tried to bilk the elderly out of their savings.,மோசடி செய்பவர் முதியோரின் சேமிப்பை ஏமாற்ற முயன்றார்.,धोखेबाज ने बुजुर्गों को उनकी बचत से धोखा देने की कोशिश की।,"Cheat, Defraud, Swindle",கபடமாகத் தப்புதல்
278,Day 56,Blandishment,Noun,Intermediate,முகஸ்துதி,चापलूसी (Chaaploosi),He was immune to her blandishments.,அவர் அவளது முகஸ்துதிக்கு கட்டுப்படாதவர்.,वह उसकी चापलूसी से अप्रभावित था।,"Flattery, Coaxing, Persuasion",இச்சக வார்த்தைகள்
279,Day 56,Buttress,Verb,Intermediate,ஆதரவளி,समर्थन करना (Samarthan Karna),The evidence will buttress the prosecution's case.,அந்த ஆதாரம் வழக்குத் தொடுக்கும் தரப்பின் வழக்கை ஆதரவளிக்கும்.,सबूत अभियोजन पक्ष के मामले को समर्थन करेगा।,"Support, Reinforce, Strengthen",உறுதியாக்குதல்
280,Day 56,Cabal,Noun,Intermediate,இரகசியக் குழு,गुप्त गुट (Gupt Gut),A cabal of advisors plotted against the king.,ஆலோசகர்களின் இரகசியக் குழு மன்னருக்கு எதிராக சதி செய்தது.,सलाहकारों के एक गुप्त गुट ने राजा के खिलाफ साजिश रची।,"Clique, Faction, Conspiracy",இரகசிய சதி
281,Day 57,Callow,Adjective,Intermediate,அனுபவமற்ற,अनुभवहीन (Anubhavheen),He was just a callow youth when he started.,அவர் தொடங்கியபோது அனுபவமற்ற இளைஞர் மட்டுமே.,"जब उन्होंने शुरुआत की, तब वह सिर्फ एक अनुभवहीन युवा थे।","Immature, Naive, Inexperienced",முதிராத
282,Day 57,Capacious,Adjective,Intermediate,விசாலமான,विशाल (Vishaal),The new stadium is quite capacious.,புதிய மைதானம் மிகவும் விசாலமானது.,नया स्टेडियम काफी विशाल है।,"Spacious, Roomy, Voluminous",இடவசதியுள்ள
283,Day 57,Cavil,Verb,Intermediate,ஆட்சேபம் தெரிவி,मीन-मेख निकालना (Meen-Mekh Nikalna),He tends to cavil over small expenses.,அவர் சிறிய செலவுகளைப் பற்றி ஆட்சேபம் தெரிவிக்க முனைகிறார்.,वह छोटे खर्चों पर मीन-मेख निकालने की प्रवृत्ति रखते हैं।,"Quibble, Carp, Grumble",குறை கூறுதல்
284,Day 57,Chicanery,Noun,Intermediate,ஏமாற்று வேலை,छल (Chhal),The politician was accused of chicanery.,அந்த அரசியல்வாதி ஏமாற்று வேலையில் குற்றம் சாட்டப்பட்டார்.,राजनेता पर छल का आरोप लगाया गया।,"Trickery, Deception, Duplicity",தந்திரம்
285,Day 57,Circumspect,Adjective,Intermediate,விவேகமான,सावधान (Saavdhaan),He gave a circumspect answer to the sensitive question.,முக்கியமான கேள்விக்கு அவர் விவேகமான பதிலை அளித்தார்.,उन्होंने संवेदनशील प्रश्न का सावधान उत्तर दिया।,"Cautious, Wary, Prudent",எச்சரிக்கை உள்ள
286,Day 58,Clandestine,Adjective,Intermediate,இரகசியமான,गुप्त (Gupt),The couple held a clandestine meeting.,தம்பதியினர் ஒரு இரகசியமான சந்திப்பை நடத்தினர்.,जोड़े ने एक गुप्त बैठक आयोजित की।,"Secret, Covert, Stealthy",ஒளிவுமறைவான
287,Day 58,Cogent,Adjective,Intermediate,உறுதியான,ठोस (Thos),She presented a cogent argument for her proposal.,அவர் தனது முன்மொழிவுக்காக ஒரு உறுதியான வாதத்தை முன்வைத்தார்.,उन्होंने अपने प्रस्ताव के लिए एक ठोस तर्क प्रस्तुत किया।,"Convincing, Persuasive, Powerful",வலுவான
288,Day 58,Complaisance,Noun,Intermediate,இணக்கம்,नम्रता (Namrata),His natural complaisance made him popular.,அவரது இயற்கையான இணக்கம் அவரை பிரபலமாக்கியது.,उनकी स्वाभाविक नम्रता ने उन्हें लोकप्रिय बना दिया।,"Politeness, Affability, Agreeableness",சம்மதம்
289,Day 58,Confluence,Noun,Intermediate,சங்கமம்,संगम (Sangam),The town is located at the confluence of two rivers.,அந்த நகரம் இரண்டு நதிகளின் சங்கமத்தில் அமைந்துள்ளது.,यह शहर दो नदियों के संगम पर स्थित है।,"Junction, Meeting, Convergence",ஒன்றுகூடும் இடம்
290,Day 58,Confound,Verb,Intermediate,குழப்பமடையச் செய்,भ्रमित करना (Bhramit Karna),The unexpected results confounded the scientists.,எதிர்பாராத முடிவுகள் விஞ்ஞானிகளை குழப்பமடையச் செய்தன.,अप्रत्याशित परिणामों ने वैज्ञानिकों को भ्रमित कर दिया।,"Perplex, Puzzle, Bewilder",நிலைகுலையச் செய்
291,Day 59,Abeyance,Noun,Intermediate,தற்காலிக நிறுத்தம்,निलंबन (Nilamban),The project was held in abeyance.,திட்டம் தற்காலிக நிறுத்தத்தில் வைக்கப்பட்டது.,परियोजना को निलंबन में रखा गया था।,"Suspension, Postponement, Dormancy",இடைநிறுத்தம்
292,Day 59,Abject,Adjective,Intermediate,மிக மோசமான,दयनीय (Dayneeya),They lived in abject poverty.,அவர்கள் மிக மோசமான வறுமையில் வாழ்ந்தார்கள்.,वे दयनीय गरीबी में रहते थे।,"Miserable, Wretched, Hopeless",பரிதாபகரமான
