Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
196,Day 40,Way,Noun,Beginner,வழி,रास्ता [Raastaa],Show me the way to the station.,நிலையத்திற்குச் செல்லும் வழியை எனக்குக் காட்டுங்கள்.,मुझे स्टेशन का रास्ता दिखाओ।,Route,வழி
197,Day 40,Whole,Adjective,Beginner,முழு,पूरा [Pooraa],He ate the whole pizza.,அவன் முழு பீட்சாவையும் சாப்பிட்டான்.,उसने पूरा पिज्जा खा लिया।,Entire,முழுவதும்
198,Day 40,Why,Adverb,Beginner,ஏன்,क्यों [Kyon],Why did you do that?,நீங்கள் ஏன் அதைச் செய்தீர்கள்?,आपने ऐसा क्यों किया?,Reason,காரணம்
199,Day 40,Young,Adjective,Beginner,இளமையான,युवा [Yuvaa],She is a very young student.,அவள் மிகவும் இளைய மாணவி.,वह बहुत छोटी छात्रा है।,Youthful,இளமை
200,Day 40,Zero,Noun,Beginner,பூஜ்ஜியம்,शून्य [Shoonya],The score was zero.,மதிப்பெண் பூஜ்ஜியம்.,स्कोर शून्य था।,Naught,பூஜ்ஜியம்
201,Day 41,Above,Preposition,Beginner,மேலே,ऊपर [Oopar],The sun is above the clouds.,சூரியன் மேகங்களுக்கு மேலே உள்ளது.,सूरज बादलों के ऊपर है।,Overhead,மேலே
202,Day 41,Afraid,Adjective,Beginner,பயம்,भयभीत [Bhayabheet],I am afraid of spiders.,எனக்குச் சிலந்திகளைக் கண்டால் பயம்.,मुझे मकड़ियों से डर लगता है।,Scared,அச்சம்
203,Day 41,Along,Preposition,Beginner,சேர்ந்து,साथ-साथ [Saath-Saath],We walked along the beach.,நாங்கள் கடற்கரையோரம் நடந்தோம்.,हम समुद्र तट के किनारे चले।,Beside,ஓரமாக
204,Day 41,Amount,Noun,Beginner,அளவு,मात्रा [Maatraa],He donated a large amount of money.,அவர் ஒரு பெரிய தொகையை நன்கொடையாக அளித்தார்.,उसने बड़ी रकम दान की।,Quantity,அளவு
205,Day 41,Begin,Verb,Beginner,தொடங்கு,शुरू करना [Shuru Karna],Let the games begin.,விளையாட்டுகள் தொடங்கட்டும்.,खेल शुरू होने दो।,Start,தொடங்கு
206,Day 42,Between,Preposition,Beginner,இடையில்,बीच में [Beech Mein],The town is between two rivers.,நகரம் இரண்டு ஆறுகளுக்கு இடையில் உள்ளது.,शहर दो नदियों के बीच में है।,Middle,இடையில்
207,Day 42,Building,Noun,Beginner,கட்டிடம்,इमारत [Imaarat],That is a tall building.,அது ஒரு உயரமான கட்டிடம்.,वह एक ऊंची इमारत है।,High,நெடிய
208,Day 42,Class,Noun,Beginner,வகுப்பு,कक्षा [Kakshaa],I have a math class now.,எனக்கு இப்போது கணித வகுப்பு உள்ளது.,मेरी अभी गणित की क्लास है।,Lesson,வகுப்பு
209,Day 42,Customer,Noun,Beginner,வாடிக்கையாளர்,ग्राहक [Graahak],The customer bought a new phone.,வாடிக்கையாளர் புதிய போன் வாங்கினார்.,ग्राहक ने एक नया फोन खरीदा।,Buyer,வாடிக்கையாளர்
210,Day 42,Difference,Noun,Beginner,வித்தியாசம்,अंतर [Antar],What is the difference in price?,விலையில் என்ன வித்தியாசம்?,कीमत में क्या अंतर है?,Contrast,வேறுபாடு
211,Day 43,Door,Noun,Beginner,கதவு,दरवाज़ा [Darvaazaa],Please knock on the door.,தயவுசெய்து கதவைத் தட்டுங்கள்.,कृपया दरवाजा खटखटाएं।,Tap,தட்டு
212,Day 43,Dream,Noun/Verb,Beginner,கனவு,सपना [Sapnaa],I had a strange dream last night.,நேற்று இரவு எனக்கு ஒரு விசித்திரமான கனவு வந்தது.,मुझे कल रात एक अजीब सपना आया।,Odd,விசித்திரமான
213,Day 43,End,Noun/Verb,Beginner,முடிவு,अंत [Ant],The movie will end soon.,படம் விரைவில் முடிவடையும்.,फिल्म जल्द ही खत्म हो जाएगी।,Finish,முடிவு
214,Day 43,Experience,Noun,Beginner,அனுபவம்,अनुभव [Anubhav],He has many years of experience.,அவருக்குப் பல வருட அனுபவம் உள்ளது.,उनके पास कई वर्षों का अनुभव है।,Expertise,அனுபவம்
215,Day 43,Famous,Adjective,Beginner,பிரபலமான,प्रसिद्ध [Prasiddh],He is a famous writer.,அவர் ஒரு பிரபலமான எழுத்தாளர்.,वह एक प्रसिद्ध लेखक हैं।,Well-known,புகழ்பெற்ற
216,Day 44,Future,Noun,Beginner,எதிர்காலம்,भविष्य [Bhavishya],We should plan for the future.,எதிர்காலத்திற்காக நாம் திட்டமிட வேண்டும்.,हमें भविष्य की योजना बनानी चाहिए।,Hereafter,எதிர்காலம்
217,Day 44,Ground,Noun,Beginner,தரை,ज़मीन [Zameen],The book fell to the ground.,புத்தகம் தரையில் விழுந்தது.,किताब जमीन पर गिर गई।,Floor,தரை
218,Day 44,Heavy,Adjective,Beginner,கனமான,भारी [Bhaaree],This box is very heavy.,இந்தப் பெட்டி மிகவும் கனமானது.,यह बक्सा बहुत भारी है।,Weighty,பாரமான
219,Day 44,Human,Noun,Beginner,மனிதன்,मानव [Maanav],Every human makes mistakes.,ஒவ்வொரு மனிதனும் தவறு செய்கிறான்.,हर इंसान गलती करता है।,Person,மனிதன்
220,Day 44,Journey,Noun,Beginner,பயணம்,यात्रा [Yaatraa],We had a long journey.,எங்களுக்கு ஒரு நீண்ட பயணம் இருந்தது.,हमारी यात्रा लंबी थी।,Trip,பயணம்
221,Day 45,Keep,Verb,Beginner,வை,रखना [Rakhnaa],Keep the change.,மீதிச் சில்லறையை வைத்துக்கொள்.,खुले पैसे रख लो।,Balance,சில்லறை
222,Day 45,Life,Noun,Beginner,வாழ்க்கை,जीवन [Jeevan],Life is a precious gift.,வாழ்க்கை ஒரு விலைமதிப்பற்ற பரிசு.,जीवन एक बहुमूल्य उपहार है।,Valuable,அருமையான
223,Day 45,Machine,Noun,Beginner,இயந்திரம்,मशीन [Masheen],The machine is very old.,இயந்திரம் மிகவும் பழையது.,मशीन बहुत पुरानी है।,Device,கருவி
224,Day 45,Meet,Verb,Beginner,சந்தி,मिलना [Milnaa],I will meet him tomorrow.,நான் அவரை நாளை சந்திப்பேன்.,मैं उससे कल मिलूँगा।,Encounter,சந்திப்பு
225,Day 45,Moment,Noun,Beginner,கணம்,पल [Pal],Wait a moment.,ஒரு நிமிடம் காத்திருங்கள்.,एक पल रुको।,Instant,கணம்
226,Day 46,Morning,Noun,Beginner,காலை,सुबह [Subah],Good morning.,காலை வணக்கம்.,शुभ प्रभात।,Greeting,காலை வணக்கம்
227,Day 46,Nature,Noun,Beginner,இயற்கை,प्रकृति [Prakrti],I love spending time in nature.,நான் இயற்கையோடு நேரத்தைச் செலவிட விரும்புகிறேன்.,मुझे प्रकृति में समय बिताना पसंद है।,Environment,இயற்கை
228,Day 46,Near,Preposition,Beginner,அருகில்,पास [Paas],The park is near my house.,பூங்கா என் வீட்டிற்கு அருகில் உள்ளது.,पार्क मेरे घर के पास है।,Close,அருகில்
229,Day 46,Office,Noun,Beginner,அலுவலகம்,कार्यालय [Kaaryaalay],He works in a big office.,அவர் ஒரு பெரிய அலுவலகத்தில் பணிபுரிகிறார்.,वह एक बड़े कार्यालय में काम करता है।,Workplace,அலுவலகம்
230,Day 46,Paper,Noun,Beginner,காகிதம்,कागज़ [Kaagaz],Write your name on the paper.,காகிதத்தில் உங்கள் பெயரை எழுதுங்கள்.,कागज पर अपना नाम लिखो।,Sheet,தாள்
231,Day 47,Parent,Noun,Beginner,பெற்றோர்,माता-पिता [Maataa-Pitaa],Respect your parents.,உங்கள் பெற்றோரை மதிக்கவும்.,अपने माता-पिता का सम्मान करें।,Honor,மரியாதை
232,Day 47,Power,Noun,Beginner,சக்தி,शक्ति [Shakti],The country has great power.,நாட்டுக்குச் சிறந்த அதிகாரம் உள்ளது.,देश के पास बड़ी शक्ति है।,Strength,வலிமை
233,Day 47,Problem,Noun,Beginner,பிரச்சனை,समस्या [Samasyaa],We need to solve this problem.,இந்தப் பிரச்சனைக்கு நாம் தீர்வு காண வேண்டும்.,हमें इस समस्या को हल करने की आवश्यकता है।,Resolve,தீர்வு
234,Day 47,Protect,Verb,Beginner,பாதுகா,रक्षा करना [Rakshaa Karna],Protect your skin from the sun.,சூரியனிடமிருந்து உங்கள் சருமத்தைப் பாதுகாக்கவும்.,अपनी त्वचा को धूप से बचाएं।,Guard,பாதுகாத்தல்
235,Day 47,Public,Adjective,Beginner,பொது,सार्वजनिक [Saarvajanik],The library is open to the public.,நூலகம் பொதுமக்களுக்காகத் திறந்து வைக்கப்பட்டுள்ளது.,पुस्तकालय जनता के लिए खुला है।,People,பொதுஜனம்
236,Day 48,Reason,Noun,Beginner,காரணம்,कारण [Kaaran],Tell me the reason why.,அதற்கான காரணத்தைச் சொல்லுங்கள்.,मुझे कारण बताओ कि क्यों।,Cause,காரணம்
237,Day 48,Room,Noun,Beginner,அறை,कमरा [Kamraa],Clean your room.,உங்கள் அறையைச் சுத்தம் செய்யுங்கள்.,अपना कमरा साफ करो।,Tidy,சுத்தம்
238,Day 48,Rule,Noun,Beginner,விதி,नियम [Niyam],You must follow the rules.,நீங்கள் விதிகளைப் பின்பற்ற வேண்டும்.,आपको नियमों का पालन करना चाहिए।,Regulation,விதிமுறை
239,Day 48,Secret,Noun,Beginner,இரகசியம்,रहस्य [Rahasy],Keep this a secret.,இதை ரகசியமாக வைத்திருங்கள்.,इसे गुप्त रखें।,Hidden,ரகசியம்
240,Day 48,Side,Noun,Beginner,பக்கம்,तरफ [Taraf],The house is on the right side.,வீடு வலது பக்கத்தில் உள்ளது.,घर दाहिनी ओर है।,Direction,பக்கம்
241,Day 49,Space,Noun,Beginner,விண்வெளி,अंतरिक्ष [Antariksh],We need more space in the car.,காரில் எங்களுக்குக் கூடுதல் இடம் தேவை.,हमें कार में और जगह चाहिए।,Room,இடைவெளி
242,Day 49,Special,Adjective,Beginner,சிறப்பு,विशेष [Vishesh],Today is a special day.,இன்று ஒரு சிறப்பான நாள்.,आज एक विशेष दिन है।,Unique,விசேஷம்
243,Day 49,Success,Noun,Beginner,வெற்றி,सफलता [Saphaltaa],Hard work leads to success.,கடின உழைப்பு வெற்றிக்கு வழிவகுக்கும்.,कड़ी मेहनत सफलता की ओर ले जाती है।,Victory,வெற்றி
244,Day 49,Together,Adverb,Beginner,ஒன்றாக,साथ में [Saath Mein],We should work together.,நாம் இணைந்து செயல்பட வேண்டும்.,हमें साथ मिलकर काम करना चाहिए।,Jointly,இணைந்து
245,Day 49,Usual,Adjective,Beginner,வழக்கமான,सामान्य [Saamaanya],This is the usual weather for June.,ஜூன் மாதத்திற்கு இது வழக்கமான வானிலை.,जून के लिए यह सामान्य मौसम है।,Normal,வழக்கம்
246,Day 50,View,Noun/Verb,Beginner,பார்வை,दृश्य [Drishya],We enjoyed the view from the top.,மேலிருந்து வரும் காட்சியை நாங்கள் ரசித்தோம்.,हमने ऊपर से दृश्य का आनंद लिया।,Scene,தோற்றம்
247,Day 50,Warm,Adjective,Beginner,சூடான,गर्म [Garm],Wear a warm coat in winter.,குளிர்காலத்தில் கதகதப்பான கோட் அணியுங்கள்.,सर्दियों में गर्म कोट पहनें।,Heat,வெப்பம்
248,Day 50,Will,Noun/Modal,Beginner,விருப்பம்,इच्छा [Ichchhaa],She has a strong will.,அவளுக்கு உறுதியான மன உறுதி இருக்கிறது.,उसकी इच्छाशक्ति बहुत मजबूत है।,Determination,விருப்பம்
249,Day 50,Window,Noun,Beginner,ஜன்னல்,खिड़की [Khidkee],Open the window for fresh air.,சுத்தமான காற்றுக்காக ஜன்னலைத் திறக்கவும்.,ताजी हवा के लिए खिड़की खोलें।,Casement,ஜன்னல்
250,Day 50,Word,Noun,Beginner,சொல்,शब्द [Shabd],Spell the word correctly.,வார்த்தையைச் சரியாக உச்சரிக்கவும்.,शब्द की वर्तनी सही लिखें।,Phrasing,எழுத்துக்கூட்டு
251,Day 51,Worry,Noun/Verb,Beginner,கவலை,चिंता करना [Chintaa Karna],Don't worry about the small things.,சிறிய விஷயங்களைப் பற்றிக் கவலைப்பட வேண்டாம்.,छोटी-छोटी बातों की चिंता न करें।,Fret,கவலை
252,Day 51,Across,Preposition,Beginner,முழுவதும்,उस पार [Us Paar],We walked across the bridge.,நாங்கள் பாலத்தைக் கடந்து நடந்தோம்.,हम पुल के पार चले।,Over,குறுக்காக
253,Day 51,Agree,Verb,Beginner,ஒப்புக்கொள்,सहमत होना [Sehmat Honaa],I agree with your plan.,உங்கள் திட்டத்தை நான் ஏற்றுக்கொள்கிறேன்.,मैं आपकी योजना से सहमत हूँ।,Consent,சம்மதி
254,Day 51,Appear,Verb,Beginner,தோன்று,प्रकट होना [Prakat Honaa],A strange light appeared in the sky.,வானத்தில் ஒரு விசித்திரமான ஒளி தோன்றியது.,आकाश में एक अजीब रोशनी दिखाई दी।,Emerged,தோன்று
255,Day 51,Arm,Noun,Beginner,கை,बांह [Baanh],He broke his left arm.,அவன் இடது கையை உடைத்துக் கொண்டான்.,उसने अपना बायां हाथ तोड़ लिया।,Limb,புஜம்
256,Day 52,Beauty,Noun,Beginner,அழகு,सुंदरता [Sundarta],She is a woman of great beauty.,அவள் மிகுந்த அழகு கொண்ட பெண்.,वह बहुत सुंदर महिला है।,Grace,அழகு
257,Day 52,Blood,Noun,Beginner,இரத்தம்,खून [Khoon],He lost a lot of blood.,அவருக்கு ரத்தம் அதிகம் வெளியேறியது.,उसका काफी खून बह गया।,Gore,குருதி
258,Day 52,Catch,Verb,Beginner,பிடி,पकड़ना [Pakadnaa],Can you catch the ball?,உங்களால் பந்தைப் பிடிக்க முடியுமா?,क्या आप गेंद पकड़ सकते हैं?,Seize,பிடி
259,Day 52,College,Noun,Beginner,கல்லூரி,कॉलेज [College],He is studying in college.,அவர் கல்லூரியில் படித்துக் கொண்டிருக்கிறார்.,वह कॉलेज में पढ़ रहा है।,Institute,கல்லூரி
260,Day 52,Detail,Noun,Beginner,விவரம்,विवरण [Vivaran],I need more detail about the plan.,திட்டத்தைப் பற்றி எனக்குக் கூடுதல் விவரம் தேவை.,मुझे योजना के बारे में और अधिक विवरण चाहिए।,Particulars,விபரம்
261,Day 53,Drop,Verb,Beginner,விடு,गिराना [Giraanaa],Be careful not to drop the glass.,கண்ணாடி கீழே விழாமல் கவனமாக இருங்கள்.,सावधान रहें कि गिलास गिर न जाए।,Release,விடுவி
262,Day 53,Else,Adverb,Beginner,வேறு,और [Aur],Who else is coming?,வேறு யார் வருகிறார்கள்?,और कौन आ रहा है?,Additionally,மற்றபடி
263,Day 53,Entry,Noun,Beginner,நுழைவு,प्रवेश [Pravesh],The entry is free.,நுழைவு இலவசம்.,प्रवेश निःशुल्क है।,Access,அனுமதி
264,Day 53,Evening,Noun,Beginner,மாலை,शाम [Shaam],I will call you in the evening.,நான் உங்களை மாலையில் அழைக்கிறேன்.,मैं तुम्हें शाम को फोन करूँगा।,Twilight,மாலை
265,Day 53,Example,Noun,Beginner,உதாரணம்,उदाहरण [Udaaharan],Give me an example of the rule.,விதிக்கு ஒரு உதாரணம் கொடுங்கள்.,मुझे नियम का एक उदाहरण दें।,Instance,உதாரணம்
266,Day 54,Floor,Noun,Beginner,தளம்,फर्श [Farsh],He dropped the book on the floor.,புத்தகத்தைத் தரையில் போட்டான்.,उसने किताब फर्श पर गिरा दी।,Ground,தரை
267,Day 54,Gain,Verb,Beginner,பெறு,प्राप्त करना [Praapt Karna],What do you hope to gain?,நீங்கள் எதைப் பெற விரும்புகிறீர்கள்?,आप क्या हासिल करने की उम्मीद करते हैं?,Profit,லாபம்
268,Day 54,General,Adjective,Beginner,பொதுவான,सामान्य [Saamaany],This is a general rule.,இது ஒரு பொதுவான விதி.,यह एक सामान्य नियम है।,Universal,பொதுவான
269,Day 54,Goal,Noun,Beginner,குறிக்கோள்,लक्ष्य [Lakshy],Set clear goals for yourself.,உங்களுக்கெனத் தெளிவான இலக்குகளை நிர்ணயியுங்கள்.,अपने लिए स्पष्ट लक्ष्य निर्धारित करें।,Aim,இலக்கு
270,Day 54,Group,Noun,Beginner,குழு,समूह [Samooh],The group went on a trip.,அந்தக் குழு ஒரு பயணத்திற்குச் சென்றது.,समूह एक यात्रा पर गया था।,Bunch,குழு
271,Day 55,Hide,Verb,Beginner,மறை,छिपाना [Chhipaanaa],Where did you hide the key?,சாவியை எங்கே மறைத்து வைத்தாய்?,तुमने चाबी कहाँ छुपाई?,Conceal,மறை
272,Day 55,Idea,Noun,Beginner,யோசனை,विचार [Vichaar],That's a clever idea.,அது ஒரு புத்திசாலித்தனமான யோசனை.,वह एक चतुर विचार है।,Intelligent,புத்திசாலி
273,Day 55,Issue,Noun,Beginner,பிரச்சினை,मुद्दा [Muddaa],The issue is very complicated.,இந்த விவகாரம் மிகவும் சிக்கலானது.,मामला बहुत पेचीदा है।,Problem,சிக்கல்
274,Day 55,Job,Noun,Beginner,வேலை,नौकरी [Naukaree],He has a new job.,அவனுக்குப் புதிய வேலை கிடைத்துள்ளது.,उसके पास नई नौकरी है।,Task,பணி
275,Day 55,Judge,Verb,Beginner,தீர்ப்பு வழங்கு,न्याय करना [Nyaay Karna],Do not judge a book by its cover.,ஒரு புத்தகத்தை அதன் அட்டையை வைத்து எடை போடாதீர்கள்.,किसी किताब को उसके कवर से न आंकें।,Assess,மதிப்பிடு
276,Day 56,Kick,Verb,Beginner,உதை,मारना [Maarnaa],He will kick the ball.,அவன் பந்தை உதைப்பான்.,वह गेंद को लात मारेगा।,Strike,உதை
277,Day 56,Law,Noun,Beginner,சட்டம்,कानून [Kaanoon],Everyone must obey the law.,அனைவரும் சட்டத்திற்குக் கீழ்ப்படிய வேண்டும்.,सभी को कानून का पालन करना चाहिए।,Statute,சட்டம்
278,Day 56,Letter,Noun,Beginner,கடிதம்,पत्र [Patr],She wrote a long letter.,அவள் ஒரு நீண்ட கடிதம் எழுதினாள்.,उसने एक लंबा पत्र लिखा।,Message,கடிதம்
279,Day 56,Long,Adjective,Beginner,நீண்ட,लंबा [Lamba],It was a very long day.,அது ஒரு மிக நீண்ட நாள்.,वह बहुत लंबा दिन था।,Lengthy,நீளமான
280,Day 56,Loss,Noun,Beginner,இழப்பு,हानि [Haani],The company reported a huge loss.,நிறுவனம் பெரிய நஷ்டத்தைப் பதிவு செய்தது.,कंपनी ने भारी नुकसान की सूचना दी।,Deficit,நஷ்டம்
281,Day 57,Mark,Noun/Verb,Beginner,குறி,निशान [Nishaan],Put a mark on the correct answer.,சரியான பதிலில் ஒரு அடையாளத்தை இடவும்.,सही उत्तर पर निशान लगाएँ।,Sign,குறி
282,Day 57,Nobody,Pronoun,Beginner,யாரும் இல்லை,कोई नहीं [Koee Naheen],Nobody answered the phone.,யாரும் போனை எடுக்கவில்லை.,किसी ने फोन नहीं उठाया।,None,எவரும் இல்லை
283,Day 57,Note,Noun/Verb,Beginner,குறிப்பு,नोट [Note],Write a quick note.,ஒரு சிறு குறிப்பை எழுதுங்கள்.,एक छोटी नोट लिखो।,Memo,குறிப்பு
284,Day 57,Number,Noun,Beginner,எண்,संख्या [Sankhyaa],What is your phone number?,உங்கள் தொலைபேசி எண் என்ன?,आपका फोन नंबर क्या है?,Digit,எண்
285,Day 57,Offer,Noun/Verb,Beginner,சலுகை,पेशकश [Peshkash],I received a job offer.,எனக்கு வேலை வாய்ப்பு கிடைத்தது.,मुझे नौकरी का प्रस्ताव मिला।,Proposal,வாய்ப்பு
286,Day 58,Own,Verb,Beginner,சொந்தமான,मालिक होना [Maalik Honaa],Do you own this house?,இந்த வீடு உங்களுக்குச் சொந்தமானதா?,क्या यह घर आपका है?,Possess,உரிமையாளர்
287,Day 58,Person,Noun,Beginner,நபர்,व्यक्ति [Vyakti],He is a very smart person.,அவர் மிகவும் புத்திசாலித்தனமான நபர்.,वह बहुत होशियार व्यक्ति है।,Clever,கெட்டிக்காரன்
288,Day 58,Plan,Noun/Verb,Beginner,திட்டம்,योजना [Yojanaa],What is the plan for tomorrow?,நாளைக்கு என்ன திட்டம்?,कल की क्या योजना है?,Strategy,திட்டம்
289,Day 58,Purpose,Noun,Beginner,நோக்கம்,उद्देश्य [Uddeshy],What is the purpose of this meeting?,இந்தக் கூட்டத்தின் நோக்கம் என்ன?,इस बैठक का उद्देश्य क्या है?,Intent,நோக்கம்
290,Day 58,Real,Adjective,Beginner,உண்மையான,असली [Aslee],Is that a real diamond?,அது உண்மையான வைரமா?,क्या वह असली हीरा है?,Genuine,நிஜமான
291,Day 59,Report,Noun/Verb,Beginner,அறிக்கை,रिपोर्ट [Report],Please submit your report by Friday.,வெள்ளிக்கிழமைக்குள் உங்கள் அறிக்கையைச் சமர்ப்பிக்கவும்.,कृपया शुक्रवार तक अपनी रिपोर्ट जमा करें।,Account,அறிக்கை
292,Day 59,Serve,Verb,Beginner,சேவை செய்,सेवा करना [Sevaa Karna],He serves the community.,அவர் சமூகத்திற்குச் சேவை செய்கிறார்.,वह समुदाय की सेवा करता है।,Aid,பணிசெய்
293,Day 59,Social,Adjective,Beginner,சமூக,सामाजिक [Saamaajik],Humans are social animals.,மனிதர்கள் சமூக விலங்குகள்.,मनुष्य एक सामाजिक प्राणी है।,Civic,சமூகம்
294,Day 59,Soon,Adverb,Beginner,விரைவில்,जल्द ही [Jald Hee],I will be back soon.,நான் விரைவில் திரும்புவேன்.,मैं जल्द ही वापस आऊंगा।,Shortly,விரைவில்
295,Day 59,Store,Noun/Verb,Beginner,கடை,दुकान [Dukaan],The store opens at 9 am.,கடை காலை 9 மணிக்குத் திறக்கும்.,दुकान सुबह 9 बजे खुलती है।,Shop,அங்காடி
296,Day 60,System,Noun,Beginner,அமைப்பு,प्रणाली [Pranaalee],The new system is more efficient.,புதிய முறை மிகவும் திறமையானது.,नई प्रणाली अधिक कुशल है।,Method,முறை
297,Day 60,Until,Preposition,Beginner,வரை,तक [Tak],I will wait until noon.,நான் மதியம் வரை காத்திருப்பேன்.,मैं दोपहर तक इंतजार करूँगा।,Midday,நண்பகல்
298,Day 60,War,Noun,Beginner,போர்,युद्ध [Yuddh],The country was at war.,அந்த நாடு போரில் இருந்தது.,देश युद्ध में था।,Conflict,போர்
299,Day 60,White,Adjective,Beginner,வெள்ளை,सफेद [Saphed],She wore a white dress.,அவள் வெள்ளை உடை அணிந்திருந்தாள்.,उसने सफेद कपड़े पहने थे।,Attire,ஆடை
300,Day 60,Again,Adverb,Beginner,மீண்டும்,फिर से [Phir Se],Please say that again.,தயவுசெய்து அதை மீண்டும் சொல்லுங்கள்.,कृपया उसे फिर से कहें।,Repeat,சொல்லு
301,Day 61,Alone,Adjective,Beginner,தனியாக,अकेला [Akelaa],She lives alone in the big house.,அவள் பெரிய வீட்டில் தனியாக வசிக்கிறாள்.,वह बड़े घर में अकेली रहती है।,Solitary,தனிமை
302,Day 61,Already,Adverb,Beginner,ஏற்கனவே,पहले से ही [Pahale Se Hee],I have already finished the task.,நான் ஏற்கனவே பணியை முடித்துவிட்டேன்.,मैंने काम पहले ही पूरा कर लिया है।,Previously,ஏற்கனவே
303,Day 61,Both,Determiner,Beginner,இரண்டும்,दोनों [Donon],Both of them are correct.,அவர்கள் இருவருமே சொல்வது சரி.,वे दोनों सही हैं।,Pair,இருவரும்
304,Day 61,Change,Verb,Beginner,மாற்று,बदलना [Badalnaa],The weather changes quickly.,வானிலை வேகமாக மாறுகிறது.,मौसम जल्दी बदलता है।,Vary,மாற்றம்
305,Day 61,Clear,Adjective,Beginner,தெளிவான,स्पष्ट [Spasht],The instructions are very clear.,அறிவுறுத்தல்கள் மிகவும் தெளிவாக உள்ளன.,निर्देश बहुत स्पष्ट हैं।,Lucid,தெளிவு
306,Day 62,Face,Noun,Beginner,முகம்,चेहरा [Chehraa],Wash your face before bed.,படுக்கைக்கு முன் முகத்தைக் கழுவவும்.,सोने से पहले अपना चेहरा धो लें।,Cleanse,கழுவு
307,Day 62,Follow,Verb,Beginner,பின்பற்று,पालन करना [Paalan Karna],Always follow the safety rules.,எப்போதும் பாதுகாப்பு விதிகளைப் பின்பற்றுங்கள்.,हमेशा सुरक्षा नियमों का पालन करें।,Protocol,விதிமுறை
308,Day 62,Fruit,Noun,Beginner,பழம்,फल [Phal],,,,,
309,Day 62,Apple,Noun,Beginner,ஆப்பிள்,सेब [Seb],,,,,
310,Day 62,Bread,Noun,Beginner,ரொட்டி,रोटी [Roti],I like toasted bread.,எனக்கு வறுத்த ரொட்டி பிடிக்கும்.,मुझे टोस्ट की हुई रोटी पसंद है।,Grain,அன்னம்
311,Day 63,Milk,Noun,Beginner,பால்,दूध [Doodh],Drink milk for health.,ஆரோக்கியத்திற்காக பால் குடியுங்கள்.,सेहत के लिए दूध पिएं।,Sodium,லவணம்
312,Day 63,Rice,Noun,Beginner,அரிசி,चावल [Chawal],We eat rice for lunch.,நாங்கள் மதிய உணவிற்கு அரிசி சாப்பிடுகிறோம்.,हम दोपहर के भोजन में चावल खाते हैं।,Sweetener,இனிப்பு
313,Day 63,Salt,Noun,Beginner,உப்பு,नमक [Namak],Don't add too much salt.,அதிக உப்பு சேர்க்க வேண்டாம்.,ज्यादा नमक मत डालो।,Fowl,புள்
314,Day 63,Sugar,Noun,Beginner,சர்க்கரை,चीनी [Cheeni],I want sugar in my tea.,என் தேநீரில் சர்க்கரை வேண்டும்.,मुझे अपनी चाय में चीनी चाहिए।,Aquatic,மச்சம்
315,Day 63,Bird,Noun,Beginner,பறவை,पक्षी [Pakshi],The bird is flying.,பறவை பறந்து கொண்டிருக்கிறது.,पक्षी उड़ रहा है।,Bloom,மலர்
316,Day 64,Fish,Noun,Beginner,மீன்,मछली [Machli],Fish live in water.,மீன்கள் தண்ணீரில் வாழ்கின்றன.,मछलियाँ पानी में रहती हैं।,Turf,அருகம்புல்
317,Day 64,Flower,Noun,Beginner,பூ,फूल [Phool],This flower smells good.,இந்த பூ நல்ல வாசனையாக இருக்கிறது.,इस फूल की महक अच्छी है।,Shower,மாரி
318,Day 64,Grass,Noun,Beginner,புல்,घास [Ghaas],The grass is green.,புல் பச்சையாக உள்ளது.,घास हरी है।,Frost,உறைபனி
319,Day 64,Rain,Noun,Beginner,மழை,बारिश [Baarish],I love the rain.,எனக்கு மழை பிடிக்கும்.,मुझे बारिश पसंद है।,Peak,கிரி
320,Day 64,Snow,Noun,Beginner,பனி,बर्फ [Barf],Look at the white snow.,வெள்ளை பனியைப் பாருங்கள்.,सफेद बर्फ को देखो।,Stream,நதி
321,Day 65,Mountain,Noun,Beginner,மலை,पहाड़ [Pahaad],That mountain is high.,அந்த மலை உயரமாக உள்ளது.,वह पहाड़ ऊँचा है।,Ocean,ஆழி
322,Day 65,River,Noun,Beginner,ஆறு,नदी [Nadi],The river flows fast.,ஆறு வேகமாக ஓடுகிறது.,नदी तेज़ बहती है।,Town,மாநகரம்
323,Day 65,Sea,Noun,Beginner,கடல்,समुद्र [Samudra],The sea is very deep.,கடல் மிகவும் ஆழமானது.,समुद्र बहुत गहरा है।,Hamlet,ஊர்
324,Day 65,City,Noun,Beginner,நகரம்,शहर [Shehar],I live in a big city.,நான் ஒரு பெரிய நகரத்தில் வசிக்கிறேன்.,मैं एक बड़े शहर में रहता हूँ।,Top,அங்கி
325,Day 65,Village,Noun,Beginner,கிராமம்,गाँव [Gaon],My village is beautiful.,என் கிராமம் அழகாக இருக்கிறது.,मेरा गाँव सुंदर है।,Footwear,செருப்பு
326,Day 66,Shirt,Noun,Beginner,சட்டை,कमीज़ [Kameez],This shirt is new.,இந்த சட்டை புதியது.,यह कमीज़ नई है।,Cap,குல்லாய்
